	filename	year	sentnum	sentence
398	FRA05101_Eekhoud.xml	1904	119	S'ils eussent hanté, à mon exemple, les abords des gares aux heures où ces journaliers des Flandres et des Polders de l'Escaut débarquent chez nous et, de préférence encore, à celle où leurs coteries allongent le pas pour regagner la station et s'enfourner dans les trains après une halte au comptoir des liquoristes.
399	FRA05101_Eekhoud.xml	1904	2271	... Où sont -elles les tanches et les carpes gentilles de l'autre fois !
120	FRA05602_Lesueur.xml	1904	5295	Jamais plus elle ne reposerait sa tête, dans l'asile familier, sur l'oreiller de toile rude, au bruit sourd de l'Océan battant contre la falaise.
121	FRA05602_Lesueur.xml	1904	4012	Son visage gardait sa grâce calme, tandis qu'elle répondait :
122	FRA05602_Lesueur.xml	1904	11258	Pour elle, je suis capable de faire des traits à la Môme-Cervelas.
123	FRA05602_Lesueur.xml	1904	5294	Mais, ce « chez-soi », elle ne le reverrait plus.
124	FRA05602_Lesueur.xml	1904	10661	Votre fierté m'a refusé le privilège de défendre votre nom.
125	FRA05602_Lesueur.xml	1904	716	A quelques mètres au-dessous d'elle, une forme humaine venait de remuer contre la vertigineuse muraille.
126	FRA05602_Lesueur.xml	1904	10407	de Valcor regarda sa fille avec une tristesse inexprimable, puis il alla s'asseoir devant son bureau, et s'y accouda, le front dans sa main.
127	FRA05602_Lesueur.xml	1904	5307	Mais il l'aimait à la façon dont un jeune homme de son monde aime une pauvre fille : avec le dédain et la gêne de l'humble maîtresse, si elle n'a pas le vice nécessaire pour se transformer en une créature de luxe, de scandale et de vanité.
128	FRA05602_Lesueur.xml	1904	5552	» demanda-t-il étonné, « n'avez -vous jamais rencontré Bertrande Gaël ?
129	FRA05602_Lesueur.xml	1904	7648	Et si ce n'est pas vous, il faudrait donc admettre que ce sont tous les témoins, la banque Rozalez, les magistrats de Paris, ceux qui ont instruit à La Paz par commission rogatoire, et par-dessus le marché les trois experts, vos collègues.
730	FRA05301_Galopin.xml	1906	1407	crédié, hurla Fred... je vous promets qu'on se défendra...
731	FRA05301_Galopin.xml	1906	284	... Je l'enlevai sans difficulté... il pesait moins qu'une plume... Bien plus... je remarquai qu'il s'élevait malgré moi et j'avais même toutes les peines du monde à le retenir...
732	FRA05301_Galopin.xml	1906	1351	Les chéiroptères martiens étaient, à n'en pas douter, des êtres intelligents, artistes jusqu'au bout de leurs membranes.
733	FRA05301_Galopin.xml	1906	52	... vous le connaissez ?
734	FRA05301_Galopin.xml	1906	371	A ma vue des cris s'élevèrent :
735	FRA05301_Galopin.xml	1906	1491	Puis ils se dirigèrent vers Fred et le docteur.
736	FRA05301_Galopin.xml	1906	112	... c'était celle du docteur Oméga... oui... c'était lui que j'avais devant les yeux... C'était bien l'homme que m'avaient dépeint mes domestiques.
737	FRA05301_Galopin.xml	1906	1424	Je lui reprochai de nous avoir ainsi exposés à la plus affreuse des morts... et tout cela... pour satisfaire une ridicule curiosité...
738	FRA05301_Galopin.xml	1906	31	... quand cet ami sonnait à ma grille et que j'apercevais dans l'allée sa longue silhouette d'échassier, je ne pouvais réprimer un mouvement de mauvaise humeur.
739	FRA05301_Galopin.xml	1906	173	Me posant brusquement la main sur l'épaule, il me fit cette question inattendue :
230	FRA04601_Bazin.xml	1907	2158	Que me proposez -vous ?
231	FRA04601_Bazin.xml	1907	2007	Il dit, sans cesser de regarder Antoinette Jacquemin :
232	FRA04601_Bazin.xml	1907	5221	La saison commence dans la forêt, on ne peut pas avoir des traîtres parmi nous.
233	FRA04601_Bazin.xml	1907	4000	Il comparait, avec ce passé, ce qu'il venait d'apprendre du pays des Picards, et il concluait : « Pourquoi suis -je venu à Onnaing, plutôt qu'à Lyon, ou dans les environs de Paris, ou sur les plateaux de la Champagne où les sucriers sont connus aussi ?
234	FRA04601_Bazin.xml	1907	4249	Elle faisait un bruit de ruisseau.
235	FRA04601_Bazin.xml	1907	4153	La mer avait mis en eux la vie et la nourriture pour des milliards d'épis, et de fleurs, et d'arbres, et d'hommes, pour plus de plantes et d'êtres vivants qu'il n'y en avait sur la terre.
236	FRA04601_Bazin.xml	1907	2494	Le passant inconnu qui eût traversé le bourg en ce moment aurait été haï; des noms de légende étaient prononcés, et salués de malédictions et de mépris : les seigneurs, Louis XIV, Rothschild, les exploitants, l'État aussi, qui paie mal, et qu'on commençait à vouloir remplacer par un autre État, qui paierait mieux pour moins de travail, et, s'il se pouvait, qui paierait la vie, les aises, les plaisirs, dans le bourg, dans le département, partout, sans que personne fût obligé de travailler.
237	FRA04601_Bazin.xml	1907	1378	un article de journal ?
238	FRA04601_Bazin.xml	1907	3949	Une longue table de chêne ciré, des brocs de bière, des assiettes blanches, des serviettes, – on n'en avait pas à la Vigie, – deux bouviers, trois domestiques employés au service des chevaux et du roulage, deux femmes de basse-cour chargées de la laiterie et qui sentaient le lait caillé, et au haut bout de la table, le grand Jude Heilman, à la figure grasse, colorée et brutale, et, près de lui... Quand Gilbert Cloquet aperçut, dans la lumière de la lampe mêlée à celle du jour et embellie par elle, la jeune femme du contremaître, il hésita à s'asseoir, intimidé, comme s'il eût été devant quelque grande dame du pays de Nièvre.
239	FRA04601_Bazin.xml	1907	3675	Toute la masse humaine, rapide ou lente, entraînée par la curiosité, s'écoula du même côté, et se forma en deux groupes prolongeant jusqu'au milieu de la cour les deux haies du chemin.
350	FRA05901_Moselly.xml	1907	2928	Des ouvriers d'usine passaient, la taille serrée dans leur bourgeron de toile bleue, arborant des casquettes de soie sur leurs têtes faubouriennes, vicieuses et chafouines.
351	FRA05901_Moselly.xml	1907	572	Sans qu'elle raisonnât cette impression, elle en eut l'âme effleurée d'un pressentiment triste.
352	FRA05901_Moselly.xml	1907	3679	Il se dit qu'il avait le temps d'arriver pour la cérémonie, car il s'effarait à l'idée de rentrer dans sa maison, ne voulant pas voir la boîte où on l'avait clouée.
353	FRA05901_Moselly.xml	1907	2771	Par places aussi, elle devenait un canal régulier, encaissé de talus, où des sonnailles frémissaient sans cesse sous les jeunes ormes, le long des chemins de halage.
354	FRA05901_Moselly.xml	1907	1220	Il trouvait des raisons pour s'excuser, pour faire taire en lui ce grand cri de passion, qui lui disait de revenir sur ses pas, de la prendre dans ses bras, de mériter son pardon par de bonnes paroles...
355	FRA05901_Moselly.xml	1907	3692	Ils habiteraient cette maison, ils récolteraient leurs champs, ils se serviraient de leurs meubles, comme s'ils en avaient l'usufruit pour un temps dérisoire et passager, et rien de ce qu'ils avaient aimé, de ce qui avait tenu à leur cœur par tant de fibres secrètes, n'existerait plus pour eux.
356	FRA05901_Moselly.xml	1907	447	Son cœur battait si fort dans sa poitrine que Pierre pouvait l'entendre distinctement.
357	FRA05901_Moselly.xml	1907	3615	Mais quand le garde eut allumé une autre bougie, tout rentra dans l'ordre, et il n'y eut plus au chevet de la morte que ce ronflement lassé, cette veillée douloureuse des vieux, et la nudité des murs blancs, sur qui passaient des ombres impalpables.
358	FRA05901_Moselly.xml	1907	1913	Une ombre inquiète passait devant les rideaux.
359	FRA05901_Moselly.xml	1907	640	La main tendue dans un geste solennel, il affirmait :
420	FRA04501_Barres.xml	1908	322	Dans une de ces courses, son regard passa avec indifférence sur l'humble château aux quatre poivrières où mourut le maréchal Fabert.
421	FRA04501_Barres.xml	1908	310	Il s'exerçait à reconnaître le martèlement discipliné du pas germain ou le glissement plus libre des indigènes.
422	FRA04501_Barres.xml	1908	1158	On ne crie pas, on mange proprement un délicat fromage de petit cochon au vin blanc.
423	FRA04501_Barres.xml	1908	506	Puis il se leva, vint à elles, leur serra la main et leur offrit à chacune un paquet soigneusement ficelé.
424	FRA04501_Barres.xml	1908	1150	Asmus, s'il leur fallait grimper jusqu'à Gravelotte, vous verriez qu'ils ont des jambes.
425	FRA04501_Barres.xml	1908	1257	La plupart de ceux qui devaient être le sel de ce pays l'ont abandonné.
426	FRA04501_Barres.xml	1908	1305	Ces voyous auraient eu le temps d'apprendre l'allemand.
427	FRA04501_Barres.xml	1908	592	Il a si fort le goût de la langue française que nous avons pris sur nous de lui faire entendre ce qui peut améliorer son accent.
428	FRA04501_Barres.xml	1908	250	Il ne subissait pas encore cette électricité lorraine qui attire, repousse, désoriente les gens d'Outre-Rhin.
429	FRA04501_Barres.xml	1908	560	Et nous te savons gré de nous fournir l'occasion d'employer nos qualités héréditaires, que les Schwobs laissent moisir.
190	FRA04801_Corday.xml	1909	2023	... Il habite en toi.
191	FRA04801_Corday.xml	1909	1744	Vous avez une forte influence sur elle.
192	FRA04801_Corday.xml	1909	913	On s'étonnait que cette claire écriture, cursive et déliée, pût contenir et exprimer tant d'exubérance.
193	FRA04801_Corday.xml	1909	1238	Tous ces personnages immobiles autour des salles, dans leur décor de lumière, la hantaient, la poursuivaient de leur regard de verre.
194	FRA04801_Corday.xml	1909	1467	A un moment, cependant, ils tombèrent sur une maison de santé, dont toutes les fenêtres étaient éclairées et devant laquelle stationnait une file d'autos et de voitures.
195	FRA04801_Corday.xml	1909	140	Je n'annonce pas un départ définitif.
196	FRA04801_Corday.xml	1909	1959	Pour elle, l'humiliation, le joug de l'indulgence.
197	FRA04801_Corday.xml	1909	269	» Audace dont il s'effarait, car son ardeur timide n'avait jamais osé risquer d'aveu.
198	FRA04801_Corday.xml	1909	2489	Ses yeux s'attardaient à des coins aimés de son visage.
199	FRA04801_Corday.xml	1909	1139	Elle avait l'impression de dominer un bain tout fumant de vie et, à chaque marche qu'elle descendait, d'entrer dans cette piscine aux ondes chaudes et courantes.
130	FRA00201_Audoux.xml	1910	841	» puis il me demanda d'où je venais, où j'allais, et ce que je voulais.
131	FRA00201_Audoux.xml	1910	310	Il me sembla plusieurs fois qu'elle avait pleuré; mais je n'osais pas la regarder de peur de la fâcher.
132	FRA00201_Audoux.xml	1910	1235	Il lui passa des cordes aux quatre pieds; et pendant qu'il les fixait à de solides piquets, il dit à sa femme :
133	FRA00201_Audoux.xml	1910	1886	Elles souriaient toutes deux du même sourire inquiet, et le visage large de Mélanie avait une grande ressemblance avec le visage fin et décoloré de sœur Désirée-des-Anges.
134	FRA00201_Audoux.xml	1910	157	Je pensais que c'était le démon qui venait me chercher.
135	FRA00201_Audoux.xml	1910	1615	Il ne se moqua pas, il passa seulement un doigt sur mon front, en disant :
136	FRA00201_Audoux.xml	1910	797	Il ne répondit pas tout de suite; il fixa sur moi ses grands yeux tranquilles, et il dit qu'une bergère ne devait jamais quitter son troupeau.
137	FRA00201_Audoux.xml	1910	1234	Il aiguisa deux grands couteaux, et après avoir fait une litière de paille fraîche au milieu de la cour, il fit sortir le porc qui se mit à crier comme s'il se doutait de la vérité.
138	FRA00201_Audoux.xml	1910	128	À part cela, rien ne fut changé.
139	FRA00201_Audoux.xml	1910	1099	Il n'avait qu'une rue, au bout de laquelle se trouvait l'église.
180	FRA05501_Lermina.xml	1910	1624	tenez -vous tranquille et attendez !
181	FRA05501_Lermina.xml	1910	1987	messieurs, cria-t-il, alerte !
182	FRA05501_Lermina.xml	1910	1686	Gaz à tous les étages !
183	FRA05501_Lermina.xml	1910	1231	Il le mania, le mettant bien en vue pour toute la commission.
184	FRA05501_Lermina.xml	1910	1018	En fait, il semblait que les discussions dégénéraient en papotages incohérents et inutiles.
185	FRA05501_Lermina.xml	1910	1269	fit une voix mâle qui n'était autre que celle de Labergère.
186	FRA05501_Lermina.xml	1910	2071	monsieur le ministre de l'Intérieur !
187	FRA05501_Lermina.xml	1910	680	vous ignorez tout de notre science... iridium, gallium, thallium, polonium sont pour vous des mots barbares, ne présentant aucun sens précis...
188	FRA05501_Lermina.xml	1910	1006	... ce n'est pas tant pour moi que pour M   Bobby qui va pouvoir enfin relever la tête...
189	FRA05501_Lermina.xml	1910	348	Il me fallait désormais consacrer ma vie à la recherche de cette vérité, à savoir que Coxward, assassiné à Paris, le 2 avril, se trouvait cependant à Londres quelques heures auparavant.
300	FRA07401_Leblanc.xml	1910	6064	Le lendemain même silence, et le surlendemain également.
301	FRA07401_Leblanc.xml	1910	2706	dit-il... qui es -tu ?
302	FRA07401_Leblanc.xml	1910	4775	Sans remuer les lèvres, sans une contraction du visage, Sernine chuchota :
303	FRA07401_Leblanc.xml	1910	6899	Qu'on fouille toutes les mansardes et tous les logements du rez-de-chaussée !
304	FRA07401_Leblanc.xml	1910	4600	Altenheim bégaya, comme hypnotisé, vaincu par cette autorité indomptable :
305	FRA07401_Leblanc.xml	1910	3159	Il sortit avec le brigadier et, tout de suite, en suivant les allées sombres du jardin, il dit :
306	FRA07401_Leblanc.xml	1910	5925	Tu n'as rien à me dire ?
307	FRA07401_Leblanc.xml	1910	8801	Ce geste, il ne l'a pas fait.
308	FRA07401_Leblanc.xml	1910	4263	Il allait et venait, comme un fou, et sa vieille nourrice semblait stupéfaite de le voir aussi agité, aussi peu maître de lui.
309	FRA07401_Leblanc.xml	1910	1713	je marche quand même.
910	FRA01501_France.xml	1912	1416	La Révolution avait dans toutes les maisons renversé la marmite.
911	FRA01501_France.xml	1912	1687	La tête renversée, les yeux mourants, les cheveux répandus, la taille ployée, à demi évanouie, elle lui échappa et courut pousser le verrou....
912	FRA01501_France.xml	1912	3158	Les scélérats parricides croissent sans cesse en nombre; il en sort de dessous terre, il en accourt de toutes nos frontières : de jeunes hommes, qui eussent mieux péri dans nos armées, des vieillards, des enfants, des femmes, avec les masques de l'innocence, de la pureté, de la grâce.
913	FRA01501_France.xml	1912	1668	Rien ne vous a averti que j'étais là ?
914	FRA01501_France.xml	1912	2866	Mais, sentant qu'elle achèverait de perdre Fortuné Chassagne, elle s'enfuit et courut enlever dans sa mansarde la robe souillée d'Élodie.
915	FRA01501_France.xml	1912	2869	Des sentinelles, placées dans les allées, empêchaient les passants de communiquer avec les détenus.
916	FRA01501_France.xml	1912	1751	Chassé de mon couvent, je vivais de la maigre rente que l'Assemblée m'avait faite; je donnais des leçons de latin et de mathématiques et j'écrivais des brochures sur la persécution de l'Église de France.
917	FRA01501_France.xml	1912	1868	Gamelin n'avait jamais nié l'existence de Dieu; il était déiste et croyait à une providence qui veille sur les hommes; mais, s'avouant qu'il ne concevait que très indistinctement l'Être suprême et très attaché à la liberté de conscience, il admettait volontiers que d'honnêtes gens pussent, à l'exemple de Lamettrie, de Boulanger, du baron d'Holbach, de Lalande, d'Helvétius, du citoyen Dupuis, nier l'existence de Dieu, à la charge d'établir une morale naturelle et de retrouver en eux -mêmes les sources de la justice et les règles d'une vie vertueuse.
918	FRA01501_France.xml	1912	1427	Surpris du volume énorme de sa charpente osseuse, je l'ai examinée et me suis aperçu qu'elle avait la plupart des os en double : à chaque cuisse, deux fémurs soudés ensemble; à chaque épaule, deux humérus.
919	FRA01501_France.xml	1912	2140	Désormais l'invasion semblait arrêtée : les généraux, terrorisés, s'apercevaient qu'ils n'avaient pas mieux à faire que de vaincre.
460	FRA02001_Gilbert.xml	1912	729	Mort à tous les macaronis !
461	FRA02001_Gilbert.xml	1912	712	Ça ne peut être que ce macaroni de malheur !
462	FRA02001_Gilbert.xml	1912	738	Vous me ferez de la peine si vous vous portez aux pires extrémités.
463	FRA02001_Gilbert.xml	1912	823	Vous mériteriez tous la même punition et tous ceux qui sont ici et qui ne partagent pas votre querelle, pensent comme moi !
464	FRA02001_Gilbert.xml	1912	959	Ainsi cet homme qui m'était représenté par les miens comme un voleur d'idées, cet homme voulait maintenant me prendre celle que je chérissais si tendrement.
465	FRA02001_Gilbert.xml	1912	950	Mais tout semblait conspirer contre lui pour me le rendre antipathique.
466	FRA02001_Gilbert.xml	1912	551	L'anglais parut hésiter.
467	FRA02001_Gilbert.xml	1912	448	mon beau jeune homme, on ne trompe pas un vieux malin comme moi !
468	FRA02001_Gilbert.xml	1912	463	Monsieur, je ne veux pas en entendre davantage !
469	FRA02001_Gilbert.xml	1912	1096	D'ailleurs, ce qui frappait le plus les aviateurs c'étaient ces perspectives blanches.
570	FRA04202_Rolland.xml	1912	16324	Comme disait Beethoven, « si nous livrons à la vie les forces de notre vie, que nous restera-t-il pour le plus noble, pour la meilleur ?
571	FRA04202_Rolland.xml	1912	19226	Les meilleurs d'entre nous sont bloqués, prisonniers sur notre propre sol... On ne saura jamais tout ce que nous avons souffert, attachés au génie de notre race, gardant en nous comme un dépôt sacré la lumière que nous en avions reçue, la protégeant désespérément contre les souffles ennemis qui s'évertuent à l'éteindre, -- seuls, sentant autour de nous l'atmosphère empestée de ces métèques, qui se sont abattus sur notre pensée, comme un essaim de mouches, dont les larves hideuses rongent notre raison et souillent notre cœur, -- trahis par ceux dont c'était la mission de nous défendre, nos guides, nos critiques imbéciles ou lâches, qui flagornent l'ennemi, pour se faire pardonner d'être de notre race, abandonnés par notre peuple, qui ne se soucie pas de nous, qui ne nous connaît même pas... Quels moyens avons-nous d'être connus de lui ?
572	FRA04202_Rolland.xml	1912	28685	... -- La passion, c'est l'âme de proie.
573	FRA04202_Rolland.xml	1912	30214	Les étiquettes de partis, les systèmes de pensée ne comptaient point pour eux : la grande affaire était de « penser avec courage ».
574	FRA04202_Rolland.xml	1912	17737	Quand elle voulut le reprendre, le porte-monnaie avait disparu.
575	FRA04202_Rolland.xml	1912	29732	Et il ne s'apercevait pas qu'il y avait deux hommes en lui : l'artiste qui créait, sans se soucier d'aucune fin morale, et l'homme d'action raisonneur, qui voulait que son art fut moral et social.
576	FRA04202_Rolland.xml	1912	30996	J'ai lu deux de ses anciennes compositions.
577	FRA04202_Rolland.xml	1912	32101	Il s'était promis de n'y plus revenir.
578	FRA04202_Rolland.xml	1912	7000	Le plancher craquait à chaque pas.
579	FRA04202_Rolland.xml	1912	28613	Tu ne vois donc pas que je souffre !
970	FRA05801_Mille.xml	1912	589	Il regardait une jeune femme qui s'était mise sur son passage.
971	FRA05801_Mille.xml	1912	329	Où on peut tout trouver, tout.
972	FRA05801_Mille.xml	1912	2090	Vous autres, vous n'en savez rien.
973	FRA05801_Mille.xml	1912	1838	C'est des histoires de philosophe, ce que vous dites, et par conséquent des blagues, rien que des blagues.
974	FRA05801_Mille.xml	1912	837	Quelle bêtise, quelle horreur, quelle injustice, qu'ils meurent !
975	FRA05801_Mille.xml	1912	2073	Mais il fut d'abord obligé de lui faire les laïs, de se mettre sept fois de suite à quatre pattes devant lui, le nez par terre; et ça aussi lui prouva qu'il n'était plus en Europe.
976	FRA05801_Mille.xml	1912	1758	» Le chef d'équipe répondit simplement :
977	FRA05801_Mille.xml	1912	204	Les gosses continuaient à traîner derrière elle, par jeu et aussi par curiosité, pour voir l'homme qui se faisait ouvrir de cette façon -là.
978	FRA05801_Mille.xml	1912	1695	Restaient, comme distractions : tirer des hippopotames, — c'est passionnant, on les rate toujours, — détourner les objets mobiliers de leur destination, faire une cafetière avec une marmite et des water-closets avec un jeu de calebasses, — et chanter des romances sentimentales ou Derrière l'Hôtel-Dieu, qui n'est pas sentimental : mais les demoiselles qu'on rencontre sur les bords du Niger ne comprennent pas.
979	FRA05801_Mille.xml	1912	21	Deux lucarnes carrées formaient les yeux.
590	FRA03601_Proust.xml	1913	357	Puis je la vis elle -même, je m'élançai.
591	FRA03601_Proust.xml	1913	2199	Voyons, docteur, je vous prends à témoin : est -ce que j'ai dit quelque chose ?
592	FRA03601_Proust.xml	1913	1306	» Mais le conseil de famille fut unanimement d'avis que mon père s'était fait une idée ou que Legrandin, à ce moment -là, était absorbé par quelque pensée.
593	FRA03601_Proust.xml	1913	1654	Le toit de tuile faisait dans la mare, que le soleil rendait de nouveau réfléchissante, une marbrure rose, à laquelle je n'avais encore jamais fait attention.
594	FRA03601_Proust.xml	1913	1789	Il y en a d'abord d'isolées comme tel nénufar à qui le courant au travers duquel il était placé d'une façon malheureuse laissait si peu de repos que, comme un bac actionné mécaniquement, il n'abordait une rive que pour retourner à celle d'où il était venu, refaisant éternellement la double traversée.
595	FRA03601_Proust.xml	1913	1409	Et ce petit nuage rose n'a-t-il pas aussi un teint de fleur, d'œillet ou d'hydrangéa ?
596	FRA03601_Proust.xml	1913	3184	Elles n'étaient que le souvenir, la perpétuation d'une souffrance qui lui était venue du dehors.
597	FRA03601_Proust.xml	1913	1198	J'allais m'en aller doucement, mais sans doute le bruit que j'avais fait était intervenu dans son sommeil et en avait « changé la vitesse », comme on dit pour les automobiles, car la musique du ronflement s'interrompit une seconde et reprit un ton plus bas, puis elle s'éveilla et tourna à demi son visage que je pus voir alors; il exprimait une sorte de terreur; elle venait évidemment d'avoir un rêve affreux; elle ne pouvait me voir de la façon dont elle était placée, et je restais là ne sachant si je devais m'avancer ou me retirer; mais déjà elle semblait revenue au sentiment de la réalité et avait reconnu le mensonge des visions qui l'avaient effrayée; un sourire de joie, de pieuse reconnaissance envers Dieu qui permet que la vie soit moins cruelle que les rêves, éclaira faiblement son visage, et avec cette habitude qu'elle avait prise de se parler à mi-voix à elle -même quand elle se croyait seule, elle murmura : « Dieu soit loué !
598	FRA03601_Proust.xml	1913	3557	de Charlus et elle, Swann savait qu'il ne pouvait rien se passer, que quand M.
599	FRA03601_Proust.xml	1913	240	( il détacha ce mot d'un ton d'emphase ironique pour ne pas avoir l'air pédant ).
440	FRA07601_Leroux.xml	1913	8464	Ce soir -là donc Tania pleurait.
441	FRA07601_Leroux.xml	1913	2836	Un domestique est venu la chercher ?
442	FRA07601_Leroux.xml	1913	3066	Mais Henri répondit :
443	FRA07601_Leroux.xml	1913	9913	Mais un peu de courage... songeons à Petit-Jeannot... Et surtout n'ayons l'air de rien !
444	FRA07601_Leroux.xml	1913	3041	Le plus abominable de cette abominable nuit était le calme des deux autres.
445	FRA07601_Leroux.xml	1913	2661	Paumgartner de Fribourg qui jette à sa droite et à sa gauche un coup d'œil inquisiteur.
446	FRA07601_Leroux.xml	1913	2211	Les petites filles avaient très peur de la mère Fauchelevent.
447	FRA07601_Leroux.xml	1913	8416	leur disait-elle... C'est peut-être la       Oui, la     est dans la bibliothèque !
448	FRA07601_Leroux.xml	1913	1478	répéta encore celui -ci sur le seuil.
449	FRA07601_Leroux.xml	1913	6207	Chose curieuse, le capucin à barbe plongea alors son goupillon dans le seau de l'enfant de chœur, et allongeant le bras, dans un double geste qui traçait dans l'espace le signe de la croix, il lança son eau bénite, qui vint, à travers les losanges de la porte de fer, tomber en pluie lourde sur Rynaldo et ses compagnons.
790	FRA04401_Barbusse.xml	1916	1650	I'm'faut des péniches, un peu plus tu verrais mes panards à travers celles -ci... J'peux pourtant pas marcher sur la peau d'mes pinceaux, hein ?
791	FRA04401_Barbusse.xml	1916	6358	dame, c'est pas rigolo toujours...
792	FRA04401_Barbusse.xml	1916	1694	Presque tous les paysans cultivaient l'épicerie.
793	FRA04401_Barbusse.xml	1916	3456	Crois -tu qu'c'est pas une tranche, ça, dix-huit mois ?
794	FRA04401_Barbusse.xml	1916	4979	Tu trouves pas qu'c'est trop ?
795	FRA04401_Barbusse.xml	1916	2931	dit le soldat reconnaissant.
796	FRA04401_Barbusse.xml	1916	4890	L'est condamné, c'garçon -là, vois -tu.
797	FRA04401_Barbusse.xml	1916	7300	– Non, ce n'est pas moi, c'est toi !
798	FRA04401_Barbusse.xml	1916	3323	Comme ça, on peut fermer seulement la moitié d'en bas de la porte et être à moitié chez soi.
799	FRA04401_Barbusse.xml	1916	2285	« Et deux encore en plus », que disait une aut'voix.
950	FRA01002_DelarueMardrus.xml	1919	2540	» Tous les oiseaux du printemps continuèrent : « Reste ici !
951	FRA01002_DelarueMardrus.xml	1919	1186	L'enfant avait fait ses adieux, la veille au soir, à ses parents.
952	FRA01002_DelarueMardrus.xml	1919	1250	Elle monta jusqu'au grenier.
953	FRA01002_DelarueMardrus.xml	1919	1812	Mme Villeroy la regarde.
954	FRA01002_DelarueMardrus.xml	1919	1743	... Avec les rues, les voitures et tout ?
955	FRA01002_DelarueMardrus.xml	1919	1326	... » criaient le ciel et la terre.
956	FRA01002_DelarueMardrus.xml	1919	1229	Toutoune remarqua comme la poussière régnait, comme les murs étaient crasseux.
957	FRA01002_DelarueMardrus.xml	1919	1266	... Alors tu prétends te clapoter tous les matins, avec la froid qu'il fait ?
958	FRA01002_DelarueMardrus.xml	1919	638	... Comme c'est amusant !
959	FRA01002_DelarueMardrus.xml	1919	1498	La nourrice se précipitait, entraînant la petite attachée à elle.
90	FRA04701_Bourget.xml	1919	509	C'était le cas pour celui -ci.
91	FRA04701_Bourget.xml	1919	314	La jeune fille allait, sa précieuse boîte à la main, et elle évitait de tourner la tête pour ne pas voir la petite tour de     se profiler derrière les arbres, à sa droite.
92	FRA04701_Bourget.xml	1919	2680	Après une nuit d'insomnie, une dépêche reçue de son écurie lui avait servi de prétexte à ses propres yeux pour prendre le train qui va de Toulon à Hyères.
93	FRA04701_Bourget.xml	1919	1694	Marius était bien capable d'imaginer un prétexte pour quitter la colline.
94	FRA04701_Bourget.xml	1919	2254	Ce qu'il a fait, le pauvre, est affreux.
95	FRA04701_Bourget.xml	1919	69	Une basane blanche expliquait son surnom.
96	FRA04701_Bourget.xml	1919	2691	C'était Laurence, qui, désireuse de causer avec son fiancé, dés le retour de l'enterrement, se hâtait vers la bastide de Couture, sans soupçonner le menaçant voisinage du prétendant repoussé.
97	FRA04701_Bourget.xml	1919	52	Signifie-t-il le  , et se rapporte-t-il à une époque où un môle, aujourd'hui détruit, portait un feu avertisseur ?
98	FRA04701_Bourget.xml	1919	1378	Il l'imita et tous deux commencèrent de réciter le   et l'    devant le vaste ciel plein de lune et d'étoiles.
99	FRA04701_Bourget.xml	1919	28	Tout d'un coup, elle s'abattit, dans un brusque et retentissant craquement du tronc, et l'immense ramure desséchée s'écrasa contre la terre, qu'elle joncha de ses innombrables branchages cassés.
